,year_make_model,price,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,url,VIN,make,model,year,generation
235,2019 2019 Subaru Ascent awd,27499.0,excellent,4 cylinders,4wd,gas,71830,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2019-subaru-ascentlow-mileshtd/7590700097.html,4S4WMARD9K3457462,SUBARU,Ascent,2019,1.0
360,2016 subaru wrx base awd,20999.0,excellent,4 cylinders,4wd,gas,93963,,,clean,manual,sedan,https://denver.craigslist.org/ctd/d/denver-2016-subaru-wrxnew-subaru-stock/7590676938.html,JF1VA1B64G9817140,SUBARU,WRX,2016,1.0
383,2004 Infiniti FX35 BASE,6399.0,excellent,6 cylinders,4wd,gas,203149,,,,automatic,SUV,https://denver.craigslist.org/ctd/d/golden-2004-infiniti-fx35-fx-35-fx-35/7590269964.html,JNRAS08W64X225639,INFINITI,FX35,2004,1.0
265,2017 INFINITI Q50,20988.0,,4 cylinders,4wd,gas,91626,,,clean,other,sedan,https://denver.craigslist.org/ctd/d/denver-2017-infiniti-q50-20t/7590642116.html,JN1CV7AR2HM681645,INFINITI,Q50,2017,1.0
184,2008 GMC Acadia SLE-1,6988.0,excellent,6 cylinders,,gas,136827,,,,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2008-gmc-acadia-sle-buy-here-pay/7590889639.html,1GKER13758J253173,GMC,Acadia,2008,1.0
396,2006 FORD FUSION,6995.0,,,,other,164046,white,,clean,,sedan,https://denver.craigslist.org/ctd/d/denver-2006-ford-fusion/7590275526.html,3FAFP06Z96R188379,FORD,Fusion,2006,1.0
111,2006 chrysler 300 limited,6995.0,excellent,6 cylinders,4wd,gas,116223,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/englewood-2006-chrysler-300-limited-awd/7590859162.html,2C3LK53GX6H168136,CHRYSLER,300,2006,1.0
443,2008 CHEVROLET UPLANDER,8999.0,,,fwd,other,40880,white,,clean,automatic,van,https://denver.craigslist.org/ctd/d/denver-2008-chevrolet-chevy-uplander/7590294322.html,1GBDV13W68D108463,CHEVROLET,Uplander,2008,1.0
14,2018 Chrysler Pacifica Touring L Pow,53900.0,,6 cylinders,fwd,gas,40657,,,clean,automatic,van,https://denver.craigslist.org/ctd/d/phoenix-2018-chrysler-pacifica-touring/7590910468.html,2C4RC1BG3JR216978,CHRYSLER,Pacifica,2018,1.0
214,1990 Nissan 240SX SE,19999.0,,4 cylinders,rwd,gas,139685,,,clean,manual,coupe,https://denver.craigslist.org/ctd/d/longmont-1990-nissan-240sx-se-coupe/7590836842.html,JN1HS36P4LW124733,NISSAN,240SX,1990,1.0
303,2014 Chevrolet Cruze 1LT Auto,7995.0,,4 cylinders,fwd,gas,105820,white,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2014chevroletcruze1ltback-up/7590646848.html,1G1PC5SB0E7343013,CHEVROLET,Cruze,2014,1.0
313,2005 volkswagen touareg v8,5995.0,good,8 cylinders,4wd,gas,148223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2005-volkswagen-touareg-v8/7590647398.html,WVGMM77L55D002546,VOLKSWAGEN,Touareg,2005,1.0
264,2012 Audi S5,15988.0,,8 cylinders,4wd,gas,119978,,,clean,other,coupe,https://denver.craigslist.org/ctd/d/denver-2012-audi-s5/7590641941.html,WAUVVAFR2CA005411,AUDI,S5,2012,1.0
213,2009 Ford Edge Limited,10988.0,excellent,6 cylinders,4wd,gas,119000,,,,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2009-ford-edge-limited-buy-here/7590836603.html,2FMDK49CX9BB01456,FORD,Edge,2009,1.0
159,2006 lexus gx 470,10900.0,fair,8 cylinders,4wd,gas,158350,white,full-size,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2006-lexus-gx-470-awd/7590869378.html,JTJBT20X060097831,LEXUS,GX,2006,1.0
83,2019 Chrysler Pacifica Touring L Wheelchair Van,47995.0,,6 cylinders,fwd,gas,29904,black,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2019-chrysler-pacifica/7590854680.html,2C4RC1BG4KR626304,CHRYSLER,Pacifica,2019,1.0
339,2018 Land Rover Range Rover Velar P380 R-Dynamic SE,46900.0,,6 cylinders,4wd,gas,26593,grey,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/gladstone-2018-land-rover-range-rover/7590664156.html,SALYL2RV4JA760196,LAND ROVER,Range Rover Velar,2018,1.0
145,2010 Volkswagen Routan SE Mobility Van,18995.0,,6 cylinders,fwd,gas,88915,grey,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2010-volkswagen-routan-se/7590864101.html,2V4RW3D13AR202368,VOLKSWAGEN,Routan,2010,1.0
120,2015 Land Rover Discovery Sport,18988.0,,4 cylinders,4wd,gas,96263,red,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2015-land-rover-discovery-sport/7590861402.html,SALCR2BG5FH502191,LAND ROVER,Discovery Sport,2015,1.0
179,2012 CHEVROLET TRAVERSE,10494.0,,,,gas,153204,,,clean,automatic,other,https://denver.craigslist.org/ctd/d/pueblo-2012-chevrolet-chevy-traverse-lt/7590887921.html,1GNKVJED9CJ240164,CHEVROLET,Traverse,2012,1.0
448,2003 BMW X5,9999.0,,,,gas,97855,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2003-bmw-x5-44i-awd-4dr-suv/7590294548.html,5UXFB33533LH47822,BMW,X5,2003,1.0
275,2004 ford f-350,9995.0,excellent,8 cylinders,4wd,diesel,182223,,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2004-ford-350-xlt-4x4-182k/7590643761.html,1FTSW31P94EC96018,FORD,F-350,2004,1.0
115,2011 audi q5 3.2 quattro premium,9995.0,excellent,6 cylinders,4wd,gas,143223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2011-audi-q5-32-quattro-awd/7590859715.html,WA1DKAFP9BA043944,AUDI,Q5,2011,1.0
288,2008 VOLKSWAGEN EOS,7995.0,,,,other,143181,,,clean,automatic,convertible,https://denver.craigslist.org/ctd/d/denver-2008-volkswagen-eos-komfort/7590645972.html,WVWBA71F38V042260,VOLKSWAGEN,Eos,2008,1.0
417,2003 FORD FOCUS,5995.0,,,,other,151268,silver,compact,clean,manual,sedan,https://denver.craigslist.org/ctd/d/denver-2003-ford-focus-lx/7590288553.html,1FAFP33P53W336637,FORD,Focus,2003,1.0
440,2006 BMW X3,8999.0,,,,gas,100460,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2006-bmw-x3-30i-awd-4dr-suv/7590294162.html,WBXPA93486WD26025,BMW,X3,2006,1.0
171,2018 Alfa Romeo Giulia,24988.0,,4 cylinders,rwd,gas,58634,blue,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2018-alfa-romeo-giulia/7590886739.html,ZARFAEBN7J7567902,ALFA ROMEO,Giulia (952),2018,1.0
88,2018 Chrysler Pacifica LX Wheelchair Van,37995.0,,6 cylinders,fwd,gas,68577,grey,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/laguna-woods-2018-chrysler-pacifica-lx/7590854824.html,2C4RC1CG2JR113212,CHRYSLER,Pacifica,2018,1.0
311,2000 toyota tundra 4wd truck,4995.0,good,8 cylinders,4wd,gas,361143,,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2000-toyota-tundra-v8-4x4-ext/7590647278.html,5TBBT4418YS005362,TOYOTA,Tundra,2000,1.0
413,2017 Mercedes-Benz GLC,23988.0,,4 cylinders,4wd,gas,134885,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2017-mercedes-benz-glc-300/7590285993.html,WDC0G4KB5HF225034,MERCEDES-BENZ,GLC-Class,2017,1.0
299,2006 Jeep Commander 4dr SUV,5995.0,,6 cylinders,4wd,gas,176426,red,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2006jeepcommander-3rd-row/7590646709.html,1J8HG48K56C354799,JEEP,Commander,2006,1.0
245,2013 subaru xv crosstrek 2.0i limited,14299.0,excellent,4 cylinders,4wd,gas,94553,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2013-subaru-xv-crosstrek-20i/7590700316.html,JF2GPACC3D2896490,SUBARU,XV CrossTrek,2013,1.0
168,2001 toyota tundra,4500.0,,4 cylinders,rwd,gas,296895,,,clean,automatic,pickup,https://denver.craigslist.org/cto/d/arvada-2001-toyota-tundra/7590882097.html,5TBRT34181S200862,TOYOTA,Tundra,2001,1.0
441,2011 BMW X6,22999.0,,,,gas,65900,blue,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2011-bmw-x6-base-awd-4dr-suv/7590294210.html,5YMGZ0C58BLK14125,BMW,X6,2011,1.0
152,2013 subaru xv crosstrek 2.0i limited,14299.0,excellent,4 cylinders,4wd,gas,94553,,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2013-subaru-xv-crosstrek-just/7590864479.html,JF2GPACC3D2896490,SUBARU,XV CrossTrek,2013,1.0
206,2000 ford focus zx3,4950.0,good,4 cylinders,fwd,gas,67238,,,clean,automatic,,https://denver.craigslist.org/cto/d/denver-2000-ford-zx3-67k-miles-new/7590834353.html,3FAFP3135YR257110,FORD,Focus,2000,1.0
273,2014 buick verano,4995.0,good,4 cylinders,fwd,gas,116223,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/englewood-2014-buick-verano-116k-miles/7590643483.html,1G4PP5SK6E4130642,BUICK,Verano,2014,1.0
12,2019 Subaru WRX,28988.0,,4 cylinders,4wd,gas,60612,,,clean,manual,sedan,https://denver.craigslist.org/ctd/d/denver-2019-subaru-wrx-premiumawd/7590910307.html,JF1VA1C64K9815864,SUBARU,WRX,2019,1.5
39,2015 chevy traverse ltz,15988.0,excellent,6 cylinders,,gas,131485,grey,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2015-chevrolet-traverse-ltz/7590928389.html,1GNKRJKD4FJ358135,CHEVROLET,Traverse,2015,1.5
320,2008 infiniti fx35,7995.0,excellent,6 cylinders,4wd,gas,136223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2008-infiniti-fx35-awd-136k/7590652929.html,JNRAS08W18X205322,INFINITI,FX35,2008,1.5
430,2011 LAND ROVER LR2,10999.0,,,,gas,120050,blue,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2011-land-rover-lr2-base-awd-4dr/7590293728.html,SALFR2BNXBH264733,LAND ROVER,LR2,2011,1.5
424,2002 NISSAN XTERRA,7999.0,,,4wd,gas,136225,white,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2002-nissan-xterra-xe-v6-4wd-4dr/7590293471.html,5N1ED28Y92C520744,NISSAN,Xterra,2002,1.5
436,2009 VOLVO S60,7999.0,,,fwd,gas,103115,black,compact,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2009-volvo-s60-25t-4dr-sedan/7590293984.html,YV1RS592892727739,VOLVO,S60,2009,1.5
349,2015 Mini Cooper Countryman,16988.0,,4 cylinders,4wd,gas,99878,,,clean,other,sedan,https://denver.craigslist.org/ctd/d/denver-2015-mini-cooper-countryman/7590670365.html,WMWZC5C51FWP45541,MINI,Countryman,2015,1.5
294,2012 Land Rover Range Rover Sport HSE Limited Edition,13995.0,,8 cylinders,4wd,gas,85293,black,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2012range-rover-sporthseland/7590646548.html,SALSF2D42CA757912,LAND ROVER,Range Rover Sport,2012,1.5
401,2020 GMC SAVANA G2500,89500.0,,,,gas,18655,,,clean,automatic,,https://denver.craigslist.org/ctd/d/irving-2020-gmc-savana-explorer/7590277915.html,1GTW7AFG5L1140916,GMC,Savana,2020,1.5
291,2015 Nissan JUKE SV,9995.0,,4 cylinders,fwd,gas,120074,white,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2015nissanjukesv/7590646448.html,JN8AF5MR1FT511298,NISSAN,Juke,2015,1.5
332,2018 Land Rover Range Rover Evoque,23988.0,,4 cylinders,4wd,gas,82480,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2018-land-rover-range-rover/7590658522.html,SALVP2RX0JH295397,LAND ROVER,Range Rover Evoque,2018,1.5
414,2008 Volvo XC90,8988.0,,6 cylinders,4wd,gas,148475,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2008-volvo-xc90-awdmoon-roof3rd/7590286164.html,YV4CZ982081428473,VOLVO,XC90,2008,1.5
228,2011 Chevrolet Express Cargo Van,17998.0,good,8 cylinders,rwd,gas,142874,white,mid-size,clean,automatic,van,https://denver.craigslist.org/ctd/d/denver-2011-chevrolet-express-cargo-van/7590841870.html,1GCZGTBA7B1181508,CHEVROLET,Express,2011,1.5
233,2001 Subaru Forester L awd,4999.0,excellent,4 cylinders,4wd,gas,180334,,,clean,manual,wagon,https://denver.craigslist.org/ctd/d/denver-2001-subaru-forester-lclean/7590700065.html,JF1SF63501G723153,SUBARU,Forester,2001,1.5
285,2022 CHRYSLER PACIFICA TOURING-L,69900.0,,,,gas,1514,,,clean,automatic,,https://denver.craigslist.org/ctd/d/irving-2022-chrysler-pacifica-touring/7590645625.html,2C4RC1BG3NR143276,CHRYSLER,Pacifica,2022,1.5
284,2008 infiniti fx35,9995.0,excellent,6 cylinders,4wd,gas,103223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2008-infiniti-fx35-awd-103k/7590645588.html,JNRAS08W68X201038,INFINITI,FX35,2008,1.5
333,2018 Mercedes-Benz CLA,22988.0,,4 cylinders,fwd,gas,75780,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2018-mercedes-benz-cla-250back/7590658743.html,WDDSJ4EB2JN525272,MERCEDES-BENZ,CLA-Class,2018,1.5
298,2012 volkswagen tiguan sel,11995.0,excellent,4 cylinders,4wd,gas,96223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2012-volkswagen-tiguan-sel/7590646667.html,WVGBV7AX7CW589835,VOLKSWAGEN,Tiguan,2012,1.5
227,2020 Chevrolet Express Passenger,36998.0,good,8 cylinders,rwd,gas,59226,white,full-size,clean,automatic,van,https://denver.craigslist.org/ctd/d/denver-2020-chevrolet-express-passenger/7590841846.html,1GAZGPFG7L1210182,CHEVROLET,Express,2020,1.5
296,2006 Jeep Liberty Sport Sport 4dr SUV,6495.0,,6 cylinders,4wd,gas,137511,red,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2006jeeplibertyv64x437l/7590646616.html,1J4GL48K36W252473,JEEP,Liberty,2006,1.5
460,2016 Jeep Compass,14988.0,,4 cylinders,fwd,gas,73219,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2016-jeep-compass-sportfuel/7590297858.html,1C4NJCBA7GD512447,JEEP,Compass,2016,1.5
221,2001 Subaru Forester L awd,4999.0,excellent,4 cylinders,4wd,gas,180334,,,clean,manual,wagon,https://denver.craigslist.org/ctd/d/denver-2001-subaru-forester-time-belt/7590839011.html,JF1SF63501G723153,SUBARU,Forester,2001,1.5
219,Chrysler Pacifica,79033.0,,6 cylinders,fwd,gas,59,black,,clean,automatic,van,https://denver.craigslist.org/ctd/d/denver-2022-chrysler-pacifica-touring/7590838108.html,2C4RC1BG1NR124483,CHRYSLER,Pacifica,2022,1.5
387,2015 Infiniti QX80,20999.0,excellent,8 cylinders,,gas,103522,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/littleton-2015-infiniti-qx80-qx-80-qx-80/7590270914.html,JN8AZ2NF9F9570736,INFINITI,QX80,2015,1.5
293,2012 Mercedes-Benz GL 450 4MATIC,11995.0,,8 cylinders,4wd,gas,150000,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2012mercedes-benzgl4504-matic3rd/7590646495.html,4JGBF7BE6CA774630,MERCEDES-BENZ,GL-Class,2012,1.75
174,2016 Honda Civic,8950.0,,4 cylinders,fwd,gas,86225,white,,salvage,automatic,sedan,https://denver.craigslist.org/ctd/d/miami-2016-honda-civic-call-now/7590887253.html,19XFC2F75GE067454,HONDA,Civic,2016,10.0
126,2017 Honda Civic,15988.0,,4 cylinders,fwd,gas,110094,,,clean,other,sedan,https://denver.craigslist.org/ctd/d/denver-2017-honda-civic-ex-tfuel-economy/7590861669.html,19XFC1E3XHE015473,HONDA,Civic,2017,10.0
287,2004 ford f150 4x4,8995.0,excellent,8 cylinders,4wd,gas,166223,,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/englewood-2004-ford-150-fx4-4x4-166k/7590645940.html,1FTPW14554FA12625,FORD,F-150,2004,11.0
204,2007 Ford F150 Regular Cab,4800.0,,8 cylinders,,gas,197000,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/denver-2007-ford-f150-regular-cab-2wd/7590834076.html,1FTRF12W97NA02453,FORD,F-150,2007,11.5
330,2012 Ford F150 SuperCrew Cab,21495.0,excellent,6 cylinders,4wd,gas,161587,,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/denver-2012-ford-f150-150-150-supercrew/7590657748.html,1FTFW1ET9CFA85987,FORD,F-150,2012,12.0
42,2015 Ford F-150 XLT,17999.0,,6 cylinders,4wd,gas,184296,,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/longmont-2015-ford-150-4x4-4wd-f150-xlt/7590930051.html,1FTEW1EP9FKD27512,FORD,F-150,2015,13.0
163,2017 Ford F-150 Platinum,33999.0,,6 cylinders,4wd,gas,107444,,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/longmont-2017-ford-150-4x4-4wd-f150/7590878800.html,1FTEW1EG5HFA60056,FORD,F-150,2017,13.0
382,2018 Ford F150 Supercrew,34999.0,,,4wd,gas,77761,white,,clean,automatic,pickup,https://denver.craigslist.org/ctd/d/denver-2018-ford-150-f150-150-supercrew/7590269083.html,1FTEW1EG5JKF15145,FORD,F-150,2018,13.5
209,2013 Lincoln MKZ,16988.0,,6 cylinders,4wd,gas,96092,,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2013-lincoln-mkz/7590835121.html,3LN6L2JK2DR811636,LINCOLN,MKZ,2013,2.0
167,2018 CHEVY VOLT LT,14895.0,,,,gas,108000,,,clean,automatic,,https://denver.craigslist.org/ctd/d/lincoln-2018-chevy-volt-lt-miles/7590881995.html,1G1RA6S58JU138579,CHEVROLET,Volt,2018,2.0
226,2021 Chevrolet Colorado,33998.0,good,6 cylinders,4wd,gas,21894,white,full-size,clean,automatic,truck,https://denver.craigslist.org/ctd/d/denver-2021-chevrolet-colorado-4wd-crew/7590841811.html,1GCGTBEN3M1243811,CHEVROLET,Colorado,2021,2.0
438,1999 CHEVROLET ASTRO VAN,13999.0,,,4wd,gas,102200,white,,clean,automatic,mini-van,https://denver.craigslist.org/ctd/d/denver-1999-chevrolet-chevy-astro-ls/7590294050.html,1GNEL19W5XB123826,CHEVROLET,Astro Van,1999,2.0
262,2010 toyota highlander limited awd,10995.0,,6 cylinders,4wd,gas,194244,grey,,clean,automatic,,https://denver.craigslist.org/ctd/d/broomfield-2010-toyota-highlander/7590641435.html,5TDDK3EHXAS021626,TOYOTA,Highlander,2010,2.0
246,2018 Subaru Crosstrek,15950.0,excellent,,4wd,gas,34728,,,rebuilt,automatic,wagon,https://denver.craigslist.org/ctd/d/englewood-2018-subaru-crosstrek-20i/7590701707.html,JF2GTABC7JH314297,SUBARU,Crosstrek,2018,2.0
300,2009 Audi TT 2.0T quattro Premium Plus,11995.0,,4 cylinders,4wd,gas,137373,black,,clean,automatic,convertible,https://denver.craigslist.org/ctd/d/denver-2009audittquattropremium/7590646760.html,TRUGF38J691009293,AUDI,TT,2009,2.0
67,2014 Chevrolet Equinox,12999.0,excellent,,4wd,gas,119382,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2014-chevrolet-equinox-2lt/7590943463.html,2GNFLGEKXE6117384,CHEVROLET,Equinox,2014,2.0
416,2013 Chevrolet Equinox,14988.0,,4 cylinders,fwd,gas,123332,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2013-chevrolet-equinox/7590286344.html,1GNALBEK4DZ107790,CHEVROLET,Equinox,2013,2.0
124,2012 Chrysler 300,11999.0,,6 cylinders,,other,128520,custom,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/aurora-2012-chrysler-limited-awd/7590861472.html,2C3CCAHG5CH217219,CHRYSLER,300,2012,2.0
423,2013 FIAT 500,13999.0,,,fwd,gas,59425,red,sub-compact,clean,manual,hatchback,https://denver.craigslist.org/ctd/d/denver-2013-fiat-500-abarth-2dr/7590293428.html,3C3CFFFH0DT553417,FIAT,500,2013,2.0
347,2004 Lexus RX330,8000.0,,6 cylinders,4wd,gas,128705,,,rebuilt,automatic,,https://denver.craigslist.org/ctd/d/aurora-2004-lexus-rx330-awd-128k-miles/7590669222.html,JTJHA31U940070621,LEXUS,RX,2004,2.0
280,2012 land rover lr4,13995.0,excellent,8 cylinders,4wd,gas,139223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2012-land-rover-lr4-4x4-139k/7590644812.html,SALAG2D47CA631912,LAND ROVER,LR4,2012,2.0
231,2016 Chevrolet Colorado,21498.0,good,6 cylinders,4wd,gas,101733,white,full-size,clean,automatic,truck,https://denver.craigslist.org/ctd/d/denver-2016-chevrolet-colorado-4wd-ext/7590842021.html,1GCHTBE30G1343436,CHEVROLET,Colorado,2016,2.0
307,2008 Ford Escape Hybrid,4800.0,,4 cylinders,4wd,gas,189331,grey,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2008awdhybridfordescape/7590646950.html,1FMCU59H28KD05292,FORD,Escape,2008,2.0
202,2004 Lexus RX,5800.0,,6 cylinders,,gas,215700,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2004-lexus-rx-2wd/7590834036.html,JTJGA31U140030867,LEXUS,RX,2004,2.0
453,2001 VOLVO V70,6999.0,,,,gas,105140,brown,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/denver-2001-volvo-v70-xc-awd-4dr-turbo/7590294815.html,YV1SZ58D011004798,VOLVO,V70,2001,2.0
402,2018 Chevrolet Colorado,27981.0,,4 cylinders,4wd,diesel,116598,,,clean,automatic,truck,https://denver.craigslist.org/ctd/d/aurora-2018-chevrolet-colorado-z71/7590278042.html,1GCPTDE16J1220625,CHEVROLET,Colorado,2018,2.0
444,2012 MAZDA MAZDA6,6999.0,,,,gas,139190,silver,,clean,automatic,sedan,https://denver.craigslist.org/ctd/d/denver-2012-mazda-mazda6-touring-4dr/7590294370.html,1YVHZ8DH5C5M13654,MAZDA,Mazda6,2012,2.0
274,2009 jeep liberty sport,7995.0,excellent,6 cylinders,4wd,gas,111223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2009-jeep-liberty-sport-4x4/7590643620.html,1J8GN28K09W536046,JEEP,Liberty,2009,2.0
428,2005 VOLVO S40,6999.0,,,,gas,140010,silver,compact,clean,manual,sedan,https://denver.craigslist.org/ctd/d/denver-2005-volvo-s40-t5-awd-4dr-turbo/7590293657.html,YV1MH682452094196,VOLVO,S40,2005,2.0
297,2011 Jeep Liberty Sport,7995.0,,6 cylinders,4wd,gas,103032,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2011jeeplibertysport4x4w-auto/7590646652.html,1J4PN2GKXBW507274,JEEP,Liberty,2011,2.0
180,2012 MERCEDES BENZ SPRINTER 2500,19500.0,,,,diesel,107000,,,clean,automatic,,https://denver.craigslist.org/ctd/d/lincoln-2012-mercedes-benz-sprinter/7590888070.html,WD3PE7CC8C5703992,MERCEDES-BENZ,Sprinter,2012,2.0
247,2018 Subaru Crosstrek,19250.0,excellent,,4wd,gas,35099,orange,,clean,automatic,wagon,https://denver.craigslist.org/ctd/d/englewood-2018-subaru-crosstrek-20i/7590701742.html,JF2GTACCXJH279124,SUBARU,Crosstrek,2018,2.0
449,2008 SMART FORTWO,7500.0,,,,gas,65180,yellow,,clean,automatic,coupe,https://denver.craigslist.org/ctd/d/denver-2008-smart-fortwo-pure-2dr/7590294586.html,WMEEJ31X48K197899,SMART,Fortwo,2008,2.0
150,2013 Mercedes-Benz GL-Class GL 450,412.0,excellent,8 cylinders,4wd,gas,86895,,,,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2013-mercedes-benz-glclass-gl/7590864403.html,4JGDF7CE2DA098993,MERCEDES-BENZ,GL-Class,2013,2.0
292,2012 chevrolet sonic ltz,6995.0,like new,4 cylinders,fwd,gas,68223,,,clean,automatic,hatchback,https://denver.craigslist.org/ctd/d/englewood-2012-chevrolet-sonic-ltz-68k/7590646434.html,1G1JE6SB7C4191686,CHEVROLET,Sonic,2012,2.0
306,2008 Chrysler Aspen Limited,6995.0,,8 cylinders,4wd,other,142272,silver,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/denver-2008-chrysler-aspen-limited/7590646915.html,1A8HW58N78F134293,CHRYSLER,Aspen,2008,2.0
370,2001 DODGE DAKOTA,6395.0,,,fwd,other,98100,silver,,clean,,pickup,https://denver.craigslist.org/ctd/d/denver-2001-dodge-dakota-2wd/7590259632.html,1B7FL26P11S114080,DODGE,Dakota,2001,2.0
51,2010 honda pilot,8980.0,excellent,6 cylinders,fwd,gas,169700,,full-size,clean,automatic,SUV,https://denver.craigslist.org/cto/d/denver-2010-honda-pilot-touring/7590937381.html,5FNYF3H9XAB009491,HONDA,Pilot,2010,2.0
267,2008 toyota highlander,8995.0,excellent,6 cylinders,4wd,gas,192223,,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/englewood-2010-toyota-highlander-awd/7590642405.html,5TDBK3EH0AS019861,TOYOTA,Highlander,2010,2.0
121,2010 Lexus GX,20999.0,,8 cylinders,4wd,gas,151778,white,,clean,automatic,SUV,https://denver.craigslist.org/ctd/d/aurora-2010-lexus-gx-awd-rear/7590861437.html,JTJBM7FX1A5003453,LEXUS,GX,2010,2.0
34,2019 MINI COUNTRYMAN,29950.0,,,,gas,26760,black,,clean,automatic,other,https://denver.craigslist.org/ctd/d/englewood-2019-mini-countryman-cooper/7590927420.html,WMZYT5C58K3G92611,MINI,Countryman,2019,2.0
248,2019 Subaru Crosstrek,17950.0,excellent,,4wd,gas,23684,orange,,rebuilt,automatic,wagon,https://denver.craigslist.org/ctd/d/englewood-2019-subaru-crosstrek-20i/7590701764.html,JF2GTANC0KH386102,SUBARU,Crosstrek,2019,2.0
230,2017 Chevrolet Colorado,18998.0,good,4 cylinders,4wd,gas,72551,white,full-size,clean,automatic,truck,https://denver.craigslist.org/ctd/d/denver-2017-chevrolet-colorado-2wd-ext/7590841964.html,1GCHSBEA6H1266154,CHEVROLET,Colorado,2017,2.0
178,2017 HONDA HR-V,21980.0,,,,gas,84936,,,clean,automatic,other,https://denver.craigslist.org/ctd/d/englewood-2017-honda-hr-ex-hr-utility/7590887856.html,3CZRU5H53HM702017,HONDA,HR-V,2017,2.0
